index	date	sphere	title	text	link
290	17-1-2023	Наука	Президент РАН отложил собрание академии из-за перебежавшей дорогу чёрной кошки	Глава Президиума Российской академии наук Александр Сергеев отменил назначенное на сегодня пленарное собрание академии, поскольку по пути на работу его дорогу перебежала чёрная кошка. Учёные решили провести собрание, когда звёзды будут благоприятствовать умственной деятельности. Узнав об инциденте, некоторые академики отказались участвовать в заседании, дабы не накликать беду. Опасения учёных усугубило и то обстоятельство, что одновременно с этим ретроградный Меркурий вошёл в созвездие Весов, что служит крайне неблагоприятным знамением для всех работников умственного труда. В ходе краткого голосования члены Президиума единогласно приняли решение постучать по дереву, бросить щепотку соли через левое плечо и показать себе кукиш, после чего плановое заседание было перенесено. «Основной принцип научной работы – «не буди лиха, пока оно тихо», – заявил академик Сергеев. – Мы предприняли все необходимые меры предосторожности, но приметы нам посланы из космоса не просто так. Задача Академии – двигать вперёд науку, а не пытаться действовать вопреки кармическому закону и эгрегору науки. От того, что мы соберёмся не сейчас, а через неделю, небесная твердь на землю не упадёт. Наши тарологи внимательно мониторят ситуацию и сразу дадут знать, когда такое собрание можно будет провести».	https://panorama.pub/news/prezident-ran-otlozil-sobranie-akademii
291	16-1-2023	Общество	Книга заклинаний, которую полвека использовали в Церкви Сатаны в Чикаго, оказалась советским учебником эсперанто	Глава Церкви Сатаны в Чикаго, тёмный епископ Пол Пиджен принёс публичные извинения своим последователям, которых он много лет обучал заклинаниям призыва демонов и наведения порчи. Колдовская книга, которой пользовался наставник сатанистов, оказалась изданным в 1933 году советским учебником эсперанто. По словам тёмного епископа, том был обнаружен основателем американского сатанизма Антоном Лавеем в 1974 году. Пыльная книга с обугленной обложкой содержала тексты на двух языках, один из которых напоминал латынь, а другой был полностью незнаком Лавею. В итоге он заявил соратникам, что это старинная книга заклинаний с формулами для призыва сущностей из преисподней. С учебника было снято несколько копий, к которым допускали самых приближенных к лидеру церкви. Оригинал хранился у него дома в сейфе. После смерти Лавея его дочь передала книгу в чикагское отделение Церкви Сатаны, где её продолжили использовать в тех же целях. Истина вскрылась после того, как книгу увидел своими глазами уроженец СССР Всеволод Мавров, посвящённый в чин верховного колдуна II ступени. «Во время церемонии посвящения новоиспечённые колдуны должны прочесть страницу из гримуара, которым пользуется тёмный епископ, – рассказывает Мавров. – Реликвию мне поднесли очень торжественно, с большой помпой, и попросили прочесть заклинания призыва Мамоны, демона алчности. Однако на нужной странице не оказалось никаких заклинаний. Хуже того, там были русские скороговорки, вроде «мама мыла раму» и «шла Саша по шоссе» с переводом на эсперанто. Это объясняет, почему тёмные силы так редко отвечали на наши молитвы, когда мы пользовались этой книгой»	https://panorama.pub/news/kniga-zaklinanij-kotoruu-50-let
292	16-1-2023	Общество	«Ничто не забыто»: Анатолий Чубайс подал многомиллионный иск к юридической компании, в которой заказал реализацию «права на забвение»	Экс-спецпредставитель президента РФ по связям с международными организациями, бывший председатель «Роснано» и РАО ЕЭС, экс-министр финансов и экс-председатель Госкомитета по управлению имуществом Анатолий Чубайс подверг жёсткой критике работу юридической компании Ginger & Freckles LLP, которой он заказал реализацию своего права на забвение. «Давно уже прошли все допустимые сроки исполнения работ, закреплённые в договоре, но ситуация не только не изменилась – она заметно ухудшилась, – комментирует ситуацию адвокат Чубайса. – Анатолий Борисович не может спокойно выйти на улицу ни в Израиле, ни в странах Евросоюза, ни в Великобритании, чтобы об этом тут же не стало известно всему рунету. Мемы и фейки только множатся и это очень сильно портит и без того непростую жизнь пенсионера в эмиграции. Очевидно, что исполнитель не справился с задачей – интернет по-прежнему помнит всё, и кто-то должен за это ответить» В Ginger & Freckles подтвердили наличие иска. В частной беседе сотрудник фирмы рассказал, что никогда в своей истории компания не сталкивалась с таким сложным заказом, а в случае поражения в суде, скорее всего, обанкротится.	https://panorama.pub/news/nicto-ne-zabyto-anatolij-cubajs
293	16-1-2023	Общество	Канье Уэст сыграет Сашу Белого в американском ремейке «Бригады»	Компания Netflix выкупила права на создание ремейка по мотивам «Бригады» – российского сериала начала нулевых. Об этом сообщает Hollywood Reporter со ссылкой на источники. Актёрский состав и съемочная группа нового сериала будут сформированы в «соответствии с принципами и ценностями Netflix», указал собеседник издания. В частности, роль главного бандита Александра Белова по кличке Саша Белый в сериале сыграет известный американский певец Канье Уэст. «В целом вся «бригада» главных героев будет состоять из людей цвета. За исключением телохранителя Саши Белого – Макса. Его сыграет техасский актёр Джесс Племонс», – уточнил собеседник. Роль второй половинки криминального авторитета, которая в оригинальном сериале досталась Екатерина Гусевой, исполнит Патрик Харрис, известный по фильмам «Как я встретил вашу маму» и «Матрица: Воскрешение». Как уточнил источник Hollywood Reporter, основные события сериала поместят в нью-йоркский район Гарлем времен администрации президента США Дональда Трампа, когда в Америке «царил такой же хаос, беспредел и насилие, как и в России 1990-х».	https://panorama.pub/news/kenni-uest-sygraet-sasu-belogo
294	16-1-2023	Политика	ООН введёт уровни обеспокоенности	Генеральная Ассамблея ООН утвердила постановление о введении системы уровней обеспокоенности для полной и своевременной реакции на происходящие в мире события, говорится в пресс-релизе организации. Предполагается, что шкала будет варьироваться от «некоторой обеспокоенности» до «чрезвычайно высокой обеспокоенности», что позволит ООН реагировать на события более слаженно, например, выносить постановления об осуждении тех или иных событий или принимать резолюции о призывах к порядку. «Актуальные мировые события показали, что система выражения обеспокоенности, работавшая десятилетиями, устарела и требует модернизации», – заявил председатель Генассамблеи ООН Чаба Кёрёши. Ожидается, что система начнет свою работу в течение следующих пяти лет после всестороннего обсуждения в различных комитетах организации.	https://panorama.pub/news/oon-vvedet-urovni-obespokoennosti
295	16-1-2023	Общество	Для безопасности любителей зимней рыбалки МЧС увеличит толщину льда	В Москве состоялось заседание руководства министерства чрезвычайных ситуаций, на котором обсуждались меры по противодействию несчастным случаям в ходе зимней рыбалки. Во время дискуссии эксперты пришли к выводу, что методическая литература и социальная реклама мало влияют на поведение рыбаков – они продолжают выходить на тонкий лёд и проваливаться в прорубь. Наибольшее количество голосов набрало предложение о полном запрете выхода на лёд, но вето на него наложили губернаторы, заметив, что рыба на отдельных территориях РФ является единственным широкодоступным продуктом питания, а её ловля – единственной возможностью добыть еду законным путём. Кроме того, было отмечено, что запрет на посещение водоёмов нарушает норму конституции о доступности водных ресурсов для граждан. По итогам заседания было принято решение обезопасить любителей зимней рыбалки путём увеличения толщины льда на период до 1 марта. Норму ледяного покрова планируется увеличить с 10-15 до 20 см. Для этого МЧС закупит хладогенераторы и установит их в местах массового скопления рыбаков. На эти цели из федерального бюджета выделят 314 млрд рублей. В ведомстве подсчитали, что увеличение толщины льда позволит оптимизировать расходы на спасательные операции.	https://panorama.pub/news/dla-bezopasnosti-lubitelej-zimnej-rybalki
296	16-1-2023	Политика	Bild: Кристина Ламбрехт в январе предлагала добиться отставки Асада	Бывшая министр обороны ФРГ Кристина Ламбрехт в первые дни после новогодних праздников предлагала новую тактику давления Европы на Россию – об этом сообщает газета Bild, ссылаясь на собственные источники в федеральном правительстве. Чиновник выступила с идеей надавить на Москву не напрямую, а через её союзников, таких как Иран и Сирия. Она предлагала направить оружие и средства связи иранской оппозиции, а также провести военную операцию с целью вынудить сирийского лидера Башара Асада покинуть свой пост. «Идея заключалась в том, что если Кремль на этом этапе нечувствителен к прямому давлению на него, давление должно оказываться через его союзников. Поддержка революционных настроений в Иране и содействие сирийским оппозиционным силам. Конечные цели: Тегеран должен сфокусироваться на внутренней ситуации и отказаться от широкомасштабной поддержки России хотя бы в краткосрочной перспективе, а президент Сирии Башар Асад должен уйти со своего поста», – рассказал собеседник. Сам Ламбрехт не подтвердила и не опровергла эту информацию – в коротком комментарии она заметила что доклады, предположительно озвученные на закрытых совещаниях, не могут быть предметом обсуждения в прессе. В ближайшие дни министр уходит в отставку, соответствующее прошение уже подано канцлеру Олафу Шольцу.	https://panorama.pub/news/bild-kristina-lambreht-v-anvare
297	15-1-2023	Общество	Из сериала «Кухня» вырежут кадры с Дмитрием Назаровым	Из-за высказываний бывшего народного артиста Дмитрия Назарова о внешней политике Российской Федерации сериал «Кухня» будет показываться в сокращённом варианте, рассказали в департаменте кинематографии Минкульта. Кадры с персонажем, которого сыграл Назаров, будут вырезаны, а его упоминания другими героями – замаскированы звуковым сигналом так же, как матерные слова. Источник отметил, что общий хронометраж сериала сократится не более, чем на 30%. Согласно оценке экспертной комиссии, персонаж Дмитрия Назарова не является первостепенным, поэтому его удаление не изменит ни общего смысла сериала, ни его художественных качеств. В тех местах, где полное удаление сцен с участием сыгранного Назаровым шеф-повара нарушает связность сюжета, лицо актёра будет размыто, а сказанные им фразы – переозвучены. Такие меры помогут сохранить возможность показа полюбившегося россиянам сериала даже после того, как один из его создателей встал на скользкий путь предательства. «Наше ведомство старается делать так, чтобы россияне могли наслаждаться любимыми фильмами и сериалами вне зависимости от степени морального падения снявшихся в них актёров, – поясняют в пресс-службе. – Вместо того, чтобы полностью снимать с картину с показа, мы нашли компромиссное решение. Конечно, вредное влияние от появления в кадре иностранных агентов, национал-предателей, пособников Запада нужно искоренять, но важно делать это с умом» Исправленная версия «Кухни» появится на экранах уже в июне, а до тех пор показ сериала на российском телевидении будет временно приостановлен.	https://panorama.pub/news/iz-seriala-kuhna-vyrezut-kadry
298	15-1-2023	Общество	Россия потребовала от Ватикана вернуть библиотеку Ивана Грозного	МИД России опубликовал публичный призыв к Папскому секретариату вернуть в собственность России официально считающееся утерянным собрание книг и документов царя Ивана IV. По словам Министерства, «имеются неоспоримые доказательства того, что царская коллекция книг, имеющая бесценное культурное значение для истории нашей страны, находится именно в архивах Ватикана». Кроме того, МИД подчеркнул, что не потерпит замалчивания этого вопроса, поскольку, на протяжении веков Папский престол «различными незаконными путями, в том числе, открытым грабежом посягал на культурные ценности многих стран и народов». Библиотека Ивана Грозного или Либерея – это мифическое собрание книг и документов, последним владельцем которого предположительно был царь Иван IV Грозный. Считается, что она была утрачена или спрятана Грозным. Поиски библиотеки с перерывами безрезультатно велись несколько столетий.	https://panorama.pub/news/rossia-potrebovala-ot-vatikana-vernut
299	15-1-2023	Общество	Россиянам запретили спать больше 8 часов в сутки	Государственная дума приняла поправки в Кодекс об административных нарушениях. С 15 января 2023 года гражданам запрещается спать больше 8 часов по будням и больше 10 по выходным. «В такое сложное для страны время преступно тратить время на лишние часы отдыха. В России сегодня 80 миллионов трудоспособного населения и каждый лишний час сна в сутки – это потеря 140 миллионов рабочих часов», – считает депутат Елена Кораблёва. Контроль за исполнением новой нормы будет осуществляться через приложение «Госуслуги». Перед сном россияне будут обязаны запустить таймер, а не позднее чем через 8 часов подтвердить, что проснулись.За превышение нормы сна установлена административная ответственность – штраф от 5 до 30 тысяч рублей или исправительные работы сроком до 100 часов. Несовершеннолетние и пенсионеры освобождены от лимита на отдых, однако чиновники рекомендуют им присоединиться к акции «Вместо сна я работаю», чтобы подать пример своим близким.	https://panorama.pub/news/rossianam-zapretili-spat-bolse-8
300	15-1-2023	Общество	Патриарх Кирилл случайно процитировал Моральный кодекс строителя коммунизма вместо Библии	Патриарх Кирилл во время оглашения тезисов на церковной конференции случайно процитировал Моральный кодекс строителя коммунизма, выдав его за Библию. Позже он объяснил, что это произошло по ошибке, из-за усталости. Глава церкви заявил, что люди, охраняющие православные ценности, должны быть честными и правдивыми, как завещал Иисус. «Им должна быть свойственна нравственная чистота, простота и скромность в общественной и личной жизни», – сказал он, практически дословно процитировав седьмой пункт коммунистической доктрины. Позже патриарх прокомментировал инцидент – оказалось, что он перепутал программные документы из-за сложного дня и большого количества бумажной работы. «Библию я знаю хорошо, заучивал целыми абзацами и сдавал её в высшей... В высшей церковной школе. Но даже несмотря на особые полномочия сверху, я в первую очередь обычный человек. Могу устать, что-то перепутать. Попрекать такими вещами – не по-товарищески», – объяснил предстоятель.	https://panorama.pub/news/patriarh-kirill-slucajno-procitiroval-moralnyj
301	15-1-2023	Политика	В подмосковном лесу возвели оборонительные укрепления для чиновников	На западе Московской области закончились строительные работы по возведению специальных оборонительных сооружений для государственных служащих. Соответствующие фотографии появились в сети. На площадке имеются множество окопов, блиндажей и других укрытий, воронки от снарядов, руины различных строений. Относительно их подобраны 119 точек съёмки. Объект обслуживает 48 человек. Представитель генподрядчика – американской строительной компании BuildР – отметил, что удалось полностью удовлетворить требования заказчика. Каждый попавший сюда может почувствовать себя «как на фронте». «Заказчик попросил построить ребятам, которые всей душой хотят повоевать, но на фронт поехать не имеют права, сделать от души место, где можно будет выплеснуть энергию, получить эмоции и адреналин военных действий. Думаю, нам удалось воплотить их желания», – рассказали в компании. На КПП написано, что вход на полигон разрешён только «для государственных служащих и иных лиц, имеющих специальный пропуск». Однако ни один из депутатов, к которым обращались журналисты, не смог ничего рассказать про это место. Уже через неделю на страницах в Instagram* целого ряда слуг народа начали появляться фотографии якобы с фронта, где подчёркивалась их близость к простым людям. *запрещен в РФ; принадлежит корпорации Meta, которая признана в РФ экстремистской	https://panorama.pub/news/v-podmoskovnom-lesu-vozveli-oboronitelnye
302	15-1-2023	Общество	ГИБДД признала использование гражданами автоспецсигналов актом поддержки оппозиции	В главное управление ГИБДД поступили методические указания, предусматривающие наказание автомобилистов за преднамеренное использование световой и шумовой сигнализации, включая гудение и подсветку фонариком из окна движущего средства вне предназначенных мест общественного пользования. «Транспортное средство, осуществляющее применение светошумовой сигнализации во время движения в черте города вне специальных отведенных мест приравнено к нарушению статей 12.4 и 12.5 КоАП РФ», – гласит преамбула методического пособия. В документе, состоящем из 11 страниц, приводятся различные формулы расчета яркости и громкости светошумовой сигнализации с использованием специального высокопрофессионального сертифицированного метрологического оборудования, закупка которого планируется в ближайшее время, а также приведены образцы-шаблоны рапортов, которые следует составлять сотрудникам контролирующих органов. «На самом деле мы просто запретили использовать гудок и светить фонариком из окна транспортного средства, поскольку такие акции существенно популярны у несистемной оппозиции. Их, и только их стоит благодарить за новые ограничения», – прокомментировал нововведение анонимный источник.	https://panorama.pub/news/gibdd-priznalo-ispolzovanie-grazdanami-specsignalov
303	14-1-2023	Общество	Монеточка, Noice MC и Максим Покровский сравнили хруст булок в разных парижских пекарнях	Российские музыканты в изгнании посетили 25 французских пекарен и сравнили качество корки выпекаемых там бриошей. По итогам оценки был составлен рейтинг и выявлены наиболее приятные русскому слуху французские булки. В жюри приняли участие такие знаменитые и популярные музыканты, как Максим Покровский (группа «Ногу свело»), Владимир Котляров (группа «Порнофильмы»), Noice MC и Монеточка. Критериями оценки была громкость хруста в децибелах и его частотная гамма, а также внешний вид булки, толщина корки и стоимость кондитерского изделия. Представители элиты русского народа пояснили, что они продолжают традиции российской эмиграции рубежа XIX-XX веков. В частности, Котляров посетил пекарню Le Merde в центре Парижа и показал фотографии, где в том же кресле 100 лет назад сидели знаменитые русские поэты Валентин Черешковский, Пётр Пуговский и Степан Поплавович. «В этих кофейнях под хруст французских булок создавалась вся русская культура XX века. В то время, как в самой России был беспросветный мрак, полный вакуум в литературе, театре и науке. Все эти великие фамилии – Черешковский, Пуговский, Буденич, Поплавович, Картиковский, Виолетта Грамовская – вписаны золотыми буквами в историю мировой культуры в этот период безвременья. Мы идём по их стопам, и нас ждёт такая же великая слава», – уверен Котляров.	https://panorama.pub/news/monetocka-noice-mc-i-maksim
304	14-1-2023	Общество	СПЧ предложил возродить трудовые лагеря и каторги	Совет по правам человека при Президенте РФ выдвинул инициативу по улучшению ситуации с трудовой занятостью в стране. Для этого необходимо возродить «институты прививания трудовых навыков», заявили в Совете. В соответствии с Конституцией, у каждого гражданина России есть право на труд. Но, к сожалению, не все знают о своих правах, а порой и пренебрегают ими, подчёркивают авторы инициативы. Параллельно с обеспечением базовых прав человека, можно будет решить проблему с рабочими местами, особенно в отдалённых и северных районах. В соответствии с проектом, представленным Государственной думе для рассмотрения, необходимо восстановить трудовые лагеря, преимущественно в тех местах, где требуется тяжелый физический труд или имеются опасные условия труда. Преимущественным правом отправиться в такой лагерь будут наделяться лица, совершившие проступки в отношении государственности, имеющие статус иностранного агента или имеющие большие штрафы за оппозиционную деятельность. Для тех же, кто находится в списках террористов или их пособников, будут предоставлены лучшие условия для исправления – труд в условиях северных регионов, преимущественно на ресурсодобывающих предприятиях и стройках, для этого будут применять давно забытый термин «каторга». «Ничего плохого в труде нет, и даже слово «каторга» не является страшным, как можно подумать, – говорят в СПЧ. – Труд всегда исправлял человека, заставлял его почуствовать себя нужным обществу, почуствовать свой вклад в строительство великой страны, которая дала ему право и возможность трудиться на благо общества»	https://panorama.pub/news/spc-predlozil-vozrodit-trudovye-lagera
305	14-1-2023	Политика	Ржавые ракеты и пьяные инженеры: сержант армии США рассказал правду об американском ядерном оружии	Бывший сержант корпуса морской пехоты США Роберт Джефферсон в эфире телеканал RT раскрыл правду о реальном состоянии американского ядерного потенциала. Оказалось, что после распада СССР Пентагон принял решение сократить в несколько раз расходы на создание и поддержку стратегических вооружений, из-за чего в настоящий момент США имеют в своём распоряжении не более десятка боеспособных ракет. «Я сам ездил по базам, бывал на подлодках. Ржавые ракеты, пьяные инженеры и отсутствие карьерных перспектив у офицеров – вот что из себя представляет ядерный щит так называемого гегемона», – рассказал Джефферсон. Как пояснил сержант, в США действует строгая цензура, и только он смог раскрыть правду о ядерном оружии, выехав за пределы страны. Сейчас он находится в безопасном месте и рассчитывает получить политическое убежище в одной из «независимых от Вашингтона» стран.	https://panorama.pub/news/rzavye-rakety-i-panye-inzenery
306	14-1-2023	Общество	Презентован новый отечественный автомобиль «Москвич Дмитрий Донской»	Столичный автомобильный завод, базирующийся на бывших мощностях Renault, показал первую собственную разработку на базе лицензированной в КНР модели JAC JS4. Новый автомобиль создавался под названием «Москвич-4», однако к моменту презентации получил новое имя в честь князя Дмитрия Донского. «Москвич Дмитрий Донской» является отечественной разработкой, хотя он и унифицирован с китайским кроссовером по ряду компонентов (например, по кузову, агрегатам, ходовой части, электронике). Фактически он представляет собой «Москвич-3», удлинённый на 600 мм. Новинка позиционируется в качестве представительского транспорта – ожидается, что на ней будут ездить требовательные к комфорту высокопоставленные чиновники и крупные предприниматели. Новый генеральный директор уверен, что с новой моделью столичный производитель «утрёт нос всяким Пакардам и Меркури» и займёт достойное место на мировом рынке премиальных авто. Стоимость бензиновой версии новинки составляет 5,4 млн рублей, каждый экземпляр собирается вручную с применением двух машинокомплектов от «Москвича-3» и отличается также люкс-версией салона – некоторые пластиковые элементы оклеены плёнкой «под дерево», а к спинкам передних сидений привинчены две пепельницы.	https://panorama.pub/news/prezentovan-novyj-otecestvennyj-avtomobil-moskvic
307	14-1-2023	Политика	Fox: Байден использовал секретные документы для создания QAnon	Новое расследование Fox News утверждает, что президент США распространял данные из найденных в его доме секретных документов на портале 4chan в искажённом виде для создания и популяризации теории заговора известной как QAnon. Журналисты полагают, что целью Байдена была дискредитация республиканской партии. По сообщениям репортёров, Джозеф Байден создал аккаунт на 4chan в 2017-м году, сразу после ухода с поста вице-президента. В октябре того же года, скрываясь под ником Q Clearance Patriot, он выложил резонансный пост «Затишье перед бурей», анонсировав массовые аресты высокопоставленных демократов, связанных с «сатанинской сектой педофилов-каннибалов». «Во всех своих записях Байден ссылался на имеющийся у него первый доступ секретности. Как выяснилось, публиковавшаяся им информация представляла собой искаженные вырезки из засекреченных документов, которые были незаконно оставлены им в личном распоряжении после завершения вице-президентского срока. Нет сомнения, что продвигая свою конспирологическую теорию в консервативных сообществах 4chan, мистер Байден имел цель выставить нас, республиканцев, посмешищем», – высказался журналист Бен Шапиро. Сам президент заявил, что не имеет никакого отношения к интернет-постам, но намекнул, что их автором мог вполне быть его младший внук, в руки которого периодически попадали упомянутые засекреченные файлы.	https://panorama.pub/news/bajden-ispolzoval-sekretnye-dokumenty-dla
308	14-1-2023	Общество	Из-за подарков Москвы в Воронеже восстановят городской трамвай	Городская дума Воронежа единогласно проголосовала за возрождение городского трамвая, окончательно прекратившего работу в 2009 году. Причиной такого решения стали переданные Москвой городу-миллионнику 50 старых трамваев. «Жаль, что Москва не передала нам этот транспорт раньше, в нулевых годах, но тогда, видимо, трамваи были недостаточно старыми. В любом случае от таких подарков не отказываются, – заметил мэр города Вадим Кстенин, – Специалисты по восстановлению трамвайной сети у нас есть, надеюсь, справимся за пять лет» Мэр Воронежа уточнил, что большинство маршрутов пройдут по тем же линиям, которые использовались ранее. Для этого будут вновь проложены пути по Чернавскому и Вогрэсовскому мостам, улицам Плехановской, Ворошилова и 9 января. Для реализации масштабного проекта муниципалитет обратится в банки для получения кредита на сумму 500 млрд рублей, по мере инфляции стоимость может вырасти. «Лично моё мнение таково, что горожане обрадуются этой новости. У нас есть такие места, куда автобусы не ходят, а трамвай как раз проедет», – заключил Кстенин.	https://panorama.pub/news/iz-za-podarkov-moskvy-v
